id,slug,name,address,state,area,latitude,longitude,phone,website_url,google_maps_url,accepted_items,tags,opening_hours,status,verification_status,upvote_count,downvote_count,photo_count,comment_count,notes,created_at,updated_at,last_verified_at,thumbnail_url
64,recycling-container-node-7455622676,Recycling Container node-7455622676,"Lorong BLM 2/2, Bandar Laguna Merbok, Carpenter River, Kedah, 08100",Kedah,Bandar Laguna Merbok,5.6864426,100.4929733,,,"https://maps.google.com/?q=5.6864426,100.4929733",Cans|Paper|Plastic|Plastic Bottles|Plastic Packaging,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
65,recycling-container-node-7477324155,Recycling Container node-7477324155,"Lorong Haji Wan Yahya 1A, Taman Damai, Mentaloon, Kampung Hujung Alor Merah, Kedah, 06550",Kedah,Mentaloon,6.1632396,100.3730746,,,"https://maps.google.com/?q=6.1632396,100.3730746",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
66,recycling-container-node-7495666999,Recycling Container node-7495666999,"Jalan Pipit 3, Taman Mutiara, Taman Kenyalang, Alor Setar, Kedah, 05460",Kedah,Alor Setar,6.1393574,100.387356,,,"https://maps.google.com/?q=6.1393574,100.387356",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
67,recycling-container-node-7561572241,Recycling Container node-7561572241,"Lorong 67, Lagenda Heights, Taman Ria, Sungai Petani, Kedah, 08000",Kedah,Lagenda Heights,5.6640204,100.5107394,,,"https://maps.google.com/?q=5.6640204,100.5107394",Cans|Paper|Plastic,Container|Class:Bin/Container|Https //Openstreetcam.Org/Details/2286662/334/Track-Info,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
68,recycling-container-node-7567964718,Recycling Container node-7567964718,"Susur Bidara 3, Taman Desa Bidara, Kampung Batu 1, Kuala Ketil, Kedah",Kedah,Kuala Ketil,5.5996866,100.65428,,,"https://maps.google.com/?q=5.5996866,100.65428",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
69,recycling-container-node-7575144094,Recycling Container node-7575144094,"Jalan Muhibbah, Taman Uda, Alor Setar, Kedah, 05350",Kedah,Alor Setar,6.144719,100.3838758,,,"https://maps.google.com/?q=6.144719,100.3838758",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
70,recycling-container-node-7579149367,Recycling Container node-7579149367,"Jalan Puyu 13, Taman Seri Puyu, Taman Seri Belida, Alor Setar, Kedah, 05150",Kedah,Alor Setar,6.1476685,100.3602429,,,"https://maps.google.com/?q=6.1476685,100.3602429",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
71,recycling-container-node-7616218135,Recycling Container node-7616218135,"Jalan Kantan 2, Taman Seri Bandar Fasa IV, Taman Cemara, Alor Setar, Kedah, 05050",Kedah,Alor Setar,6.1087773,100.3467701,,,"https://maps.google.com/?q=6.1087773,100.3467701",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
72,recycling-container-node-7622234622,Recycling Container node-7622234622,"Jalan Bakar Sampah, Kampung Baru, Taman Semangat Baru, Sungai Petani, Kedah, 08000",Kedah,Kampung Baru,5.6405192,100.5042788,,,"https://maps.google.com/?q=5.6405192,100.5042788",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
73,j-free-enterprise-recycle,J'Free Enterprise Recycle,"76, Taman Seroja, Kampung Simpang Pulai, Pengkalan Hulu, Perak, 33100",Perak,Taman Seroja,5.7136272,100.9946725,,,"https://maps.google.com/?q=5.7136272,100.9946725",,Centre|Class:Centre|Https //Openstreetcam.Org/Details/2366530/904/Track-Info,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
74,recycling-container-node-7648278136,Recycling Container node-7648278136,"Lorong 8, Lagenda Heights, Taman Ria Indah, Taman Ria Jaya, Sungai Petani, Kedah, 08000",Kedah,Lagenda Heights,5.6511592,100.5079501,,,"https://maps.google.com/?q=5.6511592,100.5079501",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
75,recycling-container-node-7915679775,Recycling Container node-7915679775,"Jalan Syed Mohamad 6, Taman Syed Mohamad, Alor Setar, Kedah, 05200",Kedah,Alor Setar,6.1401908,100.382461,,,"https://maps.google.com/?q=6.1401908,100.382461",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
76,recycling-container-node-7915770129,Recycling Container node-7915770129,"Jalan Dato Haji Shuib, Taman Sri Taman, Alor Setar, Kedah, 05200",Kedah,Alor Setar,6.1429402,100.3795119,,,"https://maps.google.com/?q=6.1429402,100.3795119",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
77,recycling-container-node-7927742712,Recycling Container node-7927742712,"Jalan Merah Jambu, Kampung Telok Yan, Kampung Seberang Terus, Alor Setar, Kedah, 05676",Kedah,Alor Setar,6.1193531,100.3585256,,,"https://maps.google.com/?q=6.1193531,100.3585256",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
78,recycling-container-node-7939400903,Recycling Container node-7939400903,"Jalan Flora, Taman Flora, Kampung Kuala Sungai, Kedah, 06250",Kedah,Kampung Kuala Sungai,6.1489379,100.3187692,,,"https://maps.google.com/?q=6.1489379,100.3187692",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
79,recycling-container-node-8115192778,Recycling Container node-8115192778,"Jalan Wira 2, Lagenda Heights, Taman Wira, Sungai Petani, Kedah, 08000",Kedah,Lagenda Heights,5.6577034,100.4949139,,,"https://maps.google.com/?q=5.6577034,100.4949139",Cans|Paper|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
80,recycling-container-node-8120560056,Recycling Container node-8120560056,"Jalan Kelisa, Bandar Mutiara, Amanjaya Zon Anggerik, Sungai Petani, Kedah, 08000",Kedah,Bandar Mutiara,5.6366474,100.5406415,,,"https://maps.google.com/?q=5.6366474,100.5406415",Cans|Paper|Plastic|Plastic Bottles|Plastic Packaging|Cardboard,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
81,recycling-container-node-8148995667,Recycling Container node-8148995667,"Persiaran SP Heights, Bandar Mutiara, SP Heights, Sungai Petani, Kedah, 08000",Kedah,Bandar Mutiara,5.6292616,100.5490959,,,"https://maps.google.com/?q=5.6292616,100.5490959",Cans|Paper|Plastic|Plastic Bottles|Plastic Packaging,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
82,recycling-container-node-8156963561,Recycling Container node-8156963561,"Jalan Layar 2, Taman Layar Fasa 3, Taman Layar Fasa II, Kuala Kedah, Kedah, 06600",Kedah,Taman Layar Fasa 3,6.0974506,100.300616,,,"https://maps.google.com/?q=6.0974506,100.300616",,Container|Class:Bin/Container,24/7,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
83,recycling-container-node-8176726901,Recycling Container node-8176726901,"Jalan Jelawat, Maluri, Taman Ikan Emas, Kuala Lumpur, 51500",Kuala Lumpur,Maluri,3.1179097,101.7188258,,,"https://maps.google.com/?q=3.1179097,101.7188258",Used Clothes|Shoes,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
84,bin-3,Bin 3,"Sibu Road, Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2103889,101.6676436,+60 17 3638100,http://crcbox.org/,"https://maps.google.com/?q=3.2103889,101.6676436",Cans|Paper|Plastic|Glass Bottles|Cardboard,Container|Class:Bin/Container|Community Recycle for Charity (CRC),,,reverse_geocoded_address|reverse_geocoded_area|website_phone,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
85,bin-4,Bin 4,"Sibu Road, Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2101989,101.6684469,+60 17 3638100,http://crcbox.org/,"https://maps.google.com/?q=3.2101989,101.6684469",Cans|Paper|Plastic|Glass Bottles|Cardboard,Container|Class:Bin/Container|Community Recycle for Charity (CRC),,,reverse_geocoded_address|reverse_geocoded_area|website_phone,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
86,bin-2,Bin 2,"Sibu Road, Jinjang, Taman Wahyu, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2093297,101.6674326,+60 17 3638100,http://crcbox.org/,"https://maps.google.com/?q=3.2093297,101.6674326",Cans|Paper|Plastic|Glass Bottles|Cardboard,Container|Class:Bin/Container|Community Recycle for Charity (CRC),,,reverse_geocoded_address|reverse_geocoded_area|website_phone,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
87,bin-1,Bin 1,"Sibu Road, Jinjang, Kampong Delima, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2087435,101.6685551,+60 17 3638100,http://crcbox.org/,"https://maps.google.com/?q=3.2087435,101.6685551",Cans|Paper|Plastic|Glass Bottles|Cardboard,Container|Class:Bin/Container|Community Recycle for Charity (CRC),,,reverse_geocoded_address|reverse_geocoded_area|website_phone,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
88,recycling-container-node-8815168832,Recycling Container node-8815168832,"Chemor Impian 8, Desa Chemor Impian, Chemor, Ipoh, Perak, 31200",Perak,Chemor,4.7038283,101.105604,,,"https://maps.google.com/?q=4.7038283,101.105604",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
89,recycling-container-node-8818465592,Recycling Container node-8818465592,"Jalan Bukit Gambir, Bukit Jambul, George Town, Penang, 11800",Penang,Bukit Jambul,5.3624239,100.294714,,,"https://maps.google.com/?q=5.3624239,100.294714",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
90,recycling-container-node-8897110063,Recycling Container node-8897110063,"Lorong Madrasah, Anak Bukit, Taman Seri Pantai, Mentaloon, Kedah, 06550",Kedah,Anak Bukit,6.1671603,100.3688655,,,"https://maps.google.com/?q=6.1671603,100.3688655",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
91,recycling-container-node-8937147069,Recycling Container node-8937147069,"Jalan 3/27A, Wangsa Maju, Section 1, Kuala Lumpur, 53300",Kuala Lumpur,Wangsa Maju,3.2025133,101.7295531,,,"https://maps.google.com/?q=3.2025133,101.7295531",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
92,recycling-centre-node-8944080210,Recycling Centre node-8944080210,"Jalan Kencana 1A/25, Pura Kencana, Sri Gading, Johor, 83300",Johor,Sri Gading,1.8513786,103.0281509,,,"https://maps.google.com/?q=1.8513786,103.0281509",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
93,recycling-container-node-8950596375,Recycling Container node-8950596375,"Dataran Air Papan Mersing, Air Papan, Johor",Johor,Air Papan,2.5171434,103.8340695,,,"https://maps.google.com/?q=2.5171434,103.8340695",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
94,recycling-container-node-8977017653,Recycling Container node-8977017653,"Jalan Sepang - Lukut, Ladang Tanah Merah Linesite A3 A4 Division, Kampung Baru Tanah Merah Site 'A', Negeri Sembilan, 71009",Negeri Sembilan,Kampung Baru Tanah Merah Site 'A',2.6448607,101.7860767,,,"https://maps.google.com/?q=2.6448607,101.7860767",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
95,recycling-container-node-8983156395,Recycling Container node-8983156395,"Jalan Kelemak Jaya 9, Taman Kelemak Jaya, Genting Cheng Estate, Alor Gajah, Malacca, 78000",Melaka,Alor Gajah,2.3771747,102.2031012,,,"https://maps.google.com/?q=2.3771747,102.2031012",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
96,recycling-container-node-8994090083,Recycling Container node-8994090083,"Jalan Abdul Kadir Adabi, Kampung Cherang, Kubang Kerian, Kelantan, 15200",Kelantan,Kubang Kerian,6.1248727,102.263122,,,"https://maps.google.com/?q=6.1248727,102.263122",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
97,recycling-container-node-8995130713,Recycling Container node-8995130713,"Jalan 3/91A, Cheras, Pudu Ulu, Kuala Lumpur, 55300",Kuala Lumpur,Cheras,3.1202846,101.73709,,,"https://maps.google.com/?q=3.1202846,101.73709",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
98,recycling-container-node-8998402143,Recycling Container node-8998402143,"Jalan Perindustrian Alor Gajah, Alor Gajah, Malacca, 78000",Melaka,Alor Gajah,2.3643529,102.2012904,,,"https://maps.google.com/?q=2.3643529,102.2012904",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
99,recycling-container-node-9093559532,Recycling Container node-9093559532,"Jalan Simpang Kuala, Simpang Kuala, Taman Sejati, Alor Setar, Kedah, 05400",Kedah,Simpang Kuala,6.0976956,100.3650374,,,"https://maps.google.com/?q=6.0976956,100.3650374",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
100,recycling-container-node-9197014262,Recycling Container node-9197014262,"Lingkaran Wawasan, Bangsar, Kuala Lumpur, 50603",Kuala Lumpur,Bangsar,3.1290411,101.6602174,,,"https://maps.google.com/?q=3.1290411,101.6602174",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
101,universiti-malaya,Universiti Malaya,"Lingkaran Wawasan, Bangsar, Kuala Lumpur, 50603",Kuala Lumpur,Bangsar,3.1245551,101.660322,,,"https://maps.google.com/?q=3.1245551,101.660322",,Container|Class:Bin/Container|University|Universiti Malaya|Um|Q1142924,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
102,recycling-container-node-9265352996,Recycling Container node-9265352996,"Jalan Budiman 4, Taman Bakti, Tandop, Kampung Keriang Pulau, Kedah, 05400",Kedah,Tandop,6.0849487,100.3667016,,,"https://maps.google.com/?q=6.0849487,100.3667016",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
103,recycling-container-node-9471390419,Recycling Container node-9471390419,"Jalan Pantai Murni, Kampung Permatang Keramat, Yan Besar, Kedah, 06900",Kedah,Yan Besar,5.7949223,100.3691317,,,"https://maps.google.com/?q=5.7949223,100.3691317",Cans|Paper|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
104,recycling-container-node-9494194464,Recycling Container node-9494194464,"Jalan Ipoh, Jinjang, Sri Utara Kipark, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2199849,101.6714614,,,"https://maps.google.com/?q=3.2199849,101.6714614",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
105,recycling-container-node-9504821704,Recycling Container node-9504821704,"Sibu Road, Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2104255,101.669249,,,"https://maps.google.com/?q=3.2104255,101.669249",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
106,kae-re-cycle,KAE RE CYCLE,"Lot 3579, TI JME 8, mini Estate, Jalan Tongkang Pechah, Batu Pahat, 83010",Johor,Batu Pahat,1.9173205,102.9530086,074151562,http://kaerecycle.com/,"https://maps.google.com/?q=1.9173205,102.9530086",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
107,sian-kiat-sdn-bhd,诚诘有限公司 Sian Kiat Sdn Bhd,"No 17, Jalan Budi Empat,, Taman Industri Wawasan, Batu Pahat, 83000",Johor,Batu Pahat,1.7884103,102.9634788,0196903333,http://sian-kiat-sdn-bhd.business.site/,"https://maps.google.com/?q=1.7884103,102.9634788",,Centre|Class:Centre,Mo-Su 08:30-18:30,,osm_source,,,,,website_fetch_error=HTTPError | classification=centre,,2026-06-26T00:39:20Z,,
108,kent-soon-recycle-centre-sdn-bhd,Kent Soon Recycle Centre Sdn Bhd,"No 20, PTD 166724,, Jalan Riang 21, kawasan Perindustrian Taman Gembira, Johor Bahru, 81200",Johor,Johor Bahru,1.5226189,103.7394772,07-3322099,,"https://maps.google.com/?q=1.5226189,103.7394772",,Centre|Class:Centre,Mo-Su 08:300-17:30,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
109,ms-recycle-trading,MS Recycle Trading,"5b, Taman Kempas Utama, Jalan Kempas Utama 3, Johor Bahru, 81200",Johor,Johor Bahru,1.5433274,103.7055607,0167105222,,"https://maps.google.com/?q=1.5433274,103.7055607",,Centre|Class:Centre|Mo-Su 08 00-20 00,Mo-Su 08:00-18:30,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
110,earthwise-resources-sdn-bhd-kempas,Earthwise Resources Sdn Bhd (Kempas),"Lot 3014, Kawasan Perindustrian Kampung Maju Jaya, Jalan Belati, Johor Bahru, 81200",Johor,Johor Bahru,1.5486638,103.699045,016-2101679,,"https://maps.google.com/?q=1.5486638,103.699045",,Centre|Class:Centre,Mo-Sa 08:30-12:30,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
111,yellow-bin-recyle-right-recycle,Yellow Bin - Recyle Right Recycle,"3, Taman Perindustrian Maju Jaya, Jalan Belati 1, Johor Bahru, 81300",Johor,Johor Bahru,1.5478755,103.7003285,07-2133397,https://yellowbin.com.my/,"https://maps.google.com/?q=1.5478755,103.7003285",,Centre|Class:Bin/Container,Fr-Sa 08:30-16:30,,osm_source,,,,,classification=bin/container,,2026-06-26T00:39:20Z,,https://yellowbin.com.my/brand_assets/yellow-bin-og.png
112,macro-speed-station-sdn-bhd,Macro Speed Station Sdn Bhd,"Lot 2788, Jalan Kempas Lama, Johor Bahru, 81200",Johor,Johor Bahru,1.5448241,103.7011806,011-61237643,,"https://maps.google.com/?q=1.5448241,103.7011806",,Centre|Class:Centre,Mo-Su 07:30-18:30,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
113,mvs-recycling-trading,MVS Recycling Trading,"Lot 2788, Township, Jalan Kempas Lama, Johor Bahru, 81300",Johor,Johor Bahru,1.5450014,103.7020611,011-16116179,,"https://maps.google.com/?q=1.5450014,103.7020611",,Centre|Class:Centre,Mo-Sa 07:00-15:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
114,c-c-recycle-enterprise,C & C Recycle Enterprise,"Jalan Kempas Lama, Johor Bahru, 81300",Johor,Johor Bahru,1.5446821,103.7016727,,,"https://maps.google.com/?q=1.5446821,103.7016727",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
115,kim-recycle-trading,KIM RECYCLE TRADING,"Jk37,, Jalan Khalidi, Muar, 84000",Johor,Muar,2.0334603,102.5588036,019-6684896,https://kim-recycle-trading.business.site/,"https://maps.google.com/?q=2.0334603,102.5588036",,Centre|Class:Centre,Mo-Fr 09:00-18:00,,osm_source,,,,,website_fetch_error=HTTPError | classification=centre,,2026-06-26T00:39:20Z,,
116,hock-paper,Hock Paper,"JLK 20, Lot 3523, Jalan Haji Kosai, Muar, 84000",Johor,Muar,2.0426825,102.5994645,06-9536448,,"https://maps.google.com/?q=2.0426825,102.5994645",,Centre|Class:Centre,Mo-Su 10:00-18:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
117,e-ding-ckf-enterprise-recycle,E DING CKF ENTERPRISE RECYCLE,"PTD 5653, Store Bukit Bakti, Jalan Taman Bakri Indah, Muar, 84200",Johor,Muar,2.0407137,102.6622088,012-6281109,https://e-ding-ckf-enterprise-recycle.business.site/?utm_source=gmb&utm_medium=referral,"https://maps.google.com/?q=2.0407137,102.6622088",,Class:Drop-Off,Mo-Sa 09:00-17:30,,osm_source,,,,,website_fetch_error=HTTPError | classification=drop-off,,2026-06-26T00:39:20Z,,
118,lks-metal-recycle-trading,LKS METAL & RECYCLE TRADING,"Lot 4780, Bt. 3 1/2, Jeram Tepi, Jalan Bakri, Muar, 84200",Johor,Muar,2.0582372,102.6166966,016-2071129,,"https://maps.google.com/?q=2.0582372,102.6166966",,Centre|Class:Centre,Mo-Sa 09:00-18:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
119,lsl-recycle-sdn-bhd,LSL RECYCLE SDN BHD,"Lot 536 Mukim Senai, Jalan Seelong, Kulai, 81400",Johor,Kulai,1.6318069,103.704151,07-5909616,,"https://maps.google.com/?q=1.6318069,103.704151",,Centre|Class:Centre,Mo-Sa 08:30-18:30,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
120,wilgreen-recovery-sdn-bhd,Wilgreen Recovery Sdn. Bhd.,"PLO 569, Kawasan Perindustrian Pasir Gudang, Jalan Keluli, Pasir Gudang, 81700",Johor,Pasir Gudang,1.4718531,103.9274215,07-2555322,http://www.wgrecovery.com/,"https://maps.google.com/?q=1.4718531,103.9274215",,Centre|Class:Centre,Mo-Fr 08:00-18:00,,osm_source,,,,,website_fetch_error=TimeoutError | classification=centre,,2026-06-26T00:39:20Z,,
121,soon-heng-eco-enterprise,SOON HENG ECO ENTERPRISE,"PLO 144, No 21-A, Kawasan Perindustrian, Jalan Genuang, Segamat, 85000",Johor,Segamat,2.4936937,102.8707197,07-9435899,,"https://maps.google.com/?q=2.4936937,102.8707197",,Centre|Class:Centre,Mo-Sa 09:00-18:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
122,ceria-alam-enterprise,Ceria Alam Enterprise,"130-A, Jalan Kampung Tenang, Labis, Segamat, 85300",Johor,"Labis, Segamat",2.3928423,103.0230732,07-9256800,https://ceriaalamenterprise.business.site/?utm_source=gmb&utm_medium=referral,"https://maps.google.com/?q=2.3928423,103.0230732",,Centre|Class:Centre,Mo-Sa 09:00-18:00,,osm_source,,,,,website_fetch_error=HTTPError | classification=centre,,2026-06-26T00:39:20Z,,
123,recycling-container-node-9793279033,Recycling Container node-9793279033,"Jalan Bawal, Taman Mergong Indah, Alor Setar, Kedah, 05150",Kedah,Alor Setar,6.1458697,100.3485484,,,"https://maps.google.com/?q=6.1458697,100.3485484",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
124,recycling-container-node-9938102688,Recycling Container node-9938102688,"Jalan Besar Pekan, Bagan Pulau Ketam, Klang City, Selangor, 42940",Selangor,Klang City,3.0203328,101.2535138,,,"https://maps.google.com/?q=3.0203328,101.2535138",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
125,recycling-container-node-9992111244,Recycling Container node-9992111244,"Jalan Markisa, Taman Markisa, Alor Mengkudu, Kampung Alor Mengkudu Dalam, Kedah, 05300",Kedah,Alor Mengkudu,6.0861156,100.3978756,,,"https://maps.google.com/?q=6.0861156,100.3978756",Cans|Paper|Plastic,Container|Class:Bin/Container,24/7,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
126,recycling-container-node-10063847913,Recycling Container node-10063847913,"Cooper Road, Buntong, Kampung Kuchai, Ipoh, Perak, 30670",Perak,Ipoh,4.5981701,101.076066,,,"https://maps.google.com/?q=4.5981701,101.076066",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
127,pusat-kitar-semula-mp-tiong-nam,Pusat Kitar Semula MP Tiong Nam,"Lorong Tiong Nam 3, Tiong Nam Settlement, Chow Kit, Kampung Cendana, Kuala Lumpur, 50730",Kuala Lumpur,Kuala Lumpur,3.1637946,101.6940806,,,"https://maps.google.com/?q=3.1637946,101.6940806",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
